195,1265922048
1095,1342623744
1995,1340456960
2895,1342066688
3795,1342877696
4695,1343881216
5595,1344229376
6495,1345425408
7395,1344786432
8295,1344831488
9195,1346093056
10095,1345626112
10995,1346187264
11895,1346953216
12795,1344684032
13695,1345716224
14595,1345687552
15495,1346203648
16395,1346592768
17295,1346764800
18195,1347371008
19095,1348243456
19995,1345830912
20895,1346932736
21795,1347219456
22695,1347375104
23595,1348046848
24495,1348145152
25395,1348759552
26295,1346641920
27195,1347006464
28095,1347428352
28995,1347866624
29895,1348304896
30795,1348485120
31695,1349177344
32595,1346220032
33495,1346760704
34395,1347444736
35295,1348132864
36195,1348890624
37095,1349029888
37995,1349804032
38895,1346977792
39795,1347215360
40695,1347710976
41595,1348448256
42495,1348841472
43395,1349320704
44295,1349545984
45195,1346957312
46095,1347633152
46995,1347948544
47895,1348743168
48795,1348907008
49695,1349562368
50595,1349476352
51495,1347518464
52395,1347747840
53295,1348534272
54195,1348558848
55095,1349120000
55995,1350184960
56895,1350766592
57795,1348374528
58695,1348743168
59595,1349099520
60495,1349431296
61395,1349926912
62295,1350385664
63195,1351110656
64095,1351729152
64995,1348784128
65895,1349300224
66795,1349672960
67695,1350307840
68595,1350594560
69495,1351340032
70395,1351823360
71295,1349394432
72195,1349476352
73095,1350082560
73995,1350344704
74895,1351200768
75795,1351610368
76695,1352314880
77595,1349431296
78495,1349623808
79395,1350430720
80295,1350688768
81195,1351290880
82095,1351675904
82995,1352675328
83895,1349971968
84795,1350451200
85695,1350975488
86595,1353265152
87495,1353433088
88395,1353949184
89295,1354248192
90195,1351884800
91095,1352654848
91995,1352835072
92895,1353433088
93795,1353932800
94695,1354465280
95595,1354760192
96495,1352286208
97395,1352790016
98295,1353072640
99195,1354166272
100095,1354145792
100995,1354428416
101895,1354944512
102795,1352491008
103695,1353113600
104595,1353494528
105495,1353822208
106395,1354457088
107295,1354682368
108195,1355124736
109095,1356034048
109995,1352769536
110895,1353809920
111795,1354039296
112695,1354190848
113595,1354686464
114495,1355304960
115395,1355841536
116295,1353121792
117195,1353170944
118095,1353752576
118995,1354469376
119895,1354821632
120795,1355681792
121695,1355886592
122595,1353162752
123495,1353654272
124395,1354170368
125295,1354801152
126195,1355210752
127095,1355784192
127995,1355952128
128895,1353371648
129795,1356713984
130695,1354399744
131595,1354399744
132495,1355132928
133395,1355378688
134295,1355829248
135195,1353293824
136095,1353924608
136995,1354006528
137895,1354358784
138795,1355255808
139695,1355698176
140595,1356165120
141495,1353596928
142395,1354915840
143295,1355030528
