1081,1283059712
1981,1284644864
2881,1294766080
3781,1295093760
4682,1295986688
5581,1296916480
6481,1297043456
7381,1293787136
8281,1293107200
9182,1294254080
10081,1294938112
10981,1295142912
11881,1296363520
12781,1296703488
13682,1298186240
14581,1298771968
15481,1299525632
16381,1294077952
17281,1294897152
18181,1295601664
19081,1296338944
19981,1296912384
20881,1297780736
21781,1298026496
22682,1298853888
23581,1299423232
24481,1300090880
25381,1295343616
26281,1295466496
27182,1296683008
28081,1296834560
28981,1300267008
29881,1301372928
30781,1301995520
31682,1302917120
32581,1303662592
33481,1298247680
34381,1299099648
35281,1299955712
36182,1300869120
37081,1301475328
37981,1302781952
38881,1302663168
39781,1303371776
40682,1304006656
41581,1305321472
42481,1299890176
43381,1298137088
44281,1298726912
45182,1300074496
46081,1300217856
46981,1301020672
47881,1301729280
48781,1302753280
49682,1303564288
50581,1298124800
51481,1298481152
52381,1299304448
53281,1300688896
54182,1301352448
55081,1301995520
55981,1302855680
56881,1303445504
57781,1304211456
58682,1299181568
59581,1299804160
60481,1300508672
61381,1301282816
62281,1301815296
63182,1302814720
64081,1303494656
64981,1304178688
65881,1304776704
66781,1302700032
67681,1300451328
68581,1301340160
69481,1302163456
70381,1303220224
71281,1303920640
72182,1304576000
73081,1305448448
73981,1308135424
74881,1310728192
75781,1309503488
76682,1309868032
77581,1318711296
78481,1314279424
79381,1330290688
80281,1322299392
81182,1323700224
82081,1318768640
82981,1317654528
83881,1326096384
84781,1323470848
85682,1313660928
86582,1314865152
87481,1310810112
88381,1310339072
89281,1310875648
90182,1311404032
91081,1306419200
91981,1304059904
92881,1301843968
93781,1302691840
94682,1303465984
95581,1303834624
96481,1304535040
97381,1305124864
98281,1306021888
99182,1306701824
100081,1304764416
100981,1304195072
101881,1304117248
102781,1306460160
103682,1307815936
104581,1308459008
105481,1313222656
106381,1311518720
107281,1313640448
108182,1313689600
109081,1306443776
109981,1302921216
110881,1304313856
111781,1304641536
112682,1305993216
113581,1306636288
114481,1307090944
115381,1307467776
116281,1308237824
117182,1305587712
118081,1303994368
118981,1304825856
119881,1304834048
120781,1305698304
121682,1306333184
122581,1306845184
123481,1307885568
124381,1308233728
125281,1309061120
126182,1307045888
127081,1304494080
127981,1305296896
128881,1305931776
129781,1306640384
130682,1307295744
131581,1308078080
132481,1309097984
133381,1309319168
134281,1307398144
135182,1304838144
136081,1305567232
136981,1306112000
137881,1306578944
138781,1307639808
139681,1308516352
140581,1308696576
141481,1309401088
142381,1310466048
143281,1307918336
144182,1305272320
145081,1306009600
145981,1307140096
146881,1307811840
147781,1307836416
148682,1308946432
149581,1309364224
150481,1310515200
151381,1310982144
152281,1305763840
153182,1306730496
154081,1307254784
154981,1307987968
155881,1308487680
156781,1309384704
157682,1310425088
158581,1310633984
159481,1311625216
160381,1306079232
161281,1310879744
162182,1307541504
163081,1308475392
163981,1308749824
164881,1309945856
165781,1310371840
166682,1310904320
167581,1311764480
168481,1312313344
169381,1307025408
170281,1307283456
171182,1308528640
172081,1304281088
172982,1307959296
173881,1307975680
174781,1308839936
175682,1309417472
176581,1310294016
177481,1305063424
178381,1305489408
179281,1306214400
180182,1306816512
181081,1307848704
181981,1309298688
182881,1310576640
183781,1311207424
184682,1312010240
185581,1311297536
186481,1307459584
187381,1305935872
188281,1306603520
189182,1307254784
190081,1306759168
190981,1309691904
191881,1310224384
192781,1310523392
193682,1311358976
194581,1305886720
195481,1306902528
196381,1307422720
197281,1308246016
198182,1308356608
199081,1309966336
199981,1310081024
200881,1310957568
201781,1312038912
202682,1309782016
203581,1307201536
204481,1307914240
205381,1308516352
206281,1309544448
207182,1310031872
208081,1309958144
208981,1312624640
209881,1312890880
210781,1311019008
211682,1308819456
212581,1309806592
213481,1310216192
214381,1310760960
215281,1311420416
216182,1311645696
217081,1312579584
217981,1313517568
218881,1314091008
219781,1309134848
220682,1309442048
221581,1309794304
222481,1310801920
223381,1311178752
224281,1311870976
225182,1312890880
226081,1313366016
226981,1314590720
227881,1311993856
228781,1309954048
229682,1310367744
230581,1310801920
231481,1311436800
232381,1312448512
233281,1312985088
234182,1314058240
235081,1314603008
235981,1315168256
236881,1313337344
237781,1310187520
238682,1311088640
239581,1311690752
240481,1312694272
241381,1313427456
242281,1313693696
243182,1314619392
244081,1315418112
244981,1316020224
245881,1310601216
246781,1311416320
247682,1312432128
248581,1313095680
249481,1313525760
250381,1314062336
251281,1315864576
252182,1315991552
253081,1316716544
